Difficulty,Type,Question,Correct Answer,Wrong 1,Wrong 2,Wrong 3
easy,multiple,"In the ""Hitman"" series, what is the name of the main character?",Agent 47,Agent 27,Agent Smith,Agent 67
medium,multiple,"Which car is NOT featured in ""Need for Speed: Hot Pursuit 2""?",Toyota MR2,Ford Crown Victoria,BMW Z8,McLaren F1
medium,boolean,Metal Gear Solid V: The Phantom Pain runs on the Fox Engine.,True,False,,
hard,multiple,Which one of the following titles by Valve is not based on a Community Mod?,Ricochet,Day of Defeat,Counter-Strike,Alien Swarm
easy,estimate,"What year was the game ""Overwatch"" revealed?",2014,2015,2011,2008
easy,multiple,"In the Super Smash Bros. series, which character was the first one to return to the series after being absent from a previous game?",Dr. Mario,Mewtwo,Lucas,Roy
easy,boolean,Each piece in Tetris is called a tetris.,False,True,,
medium,estimate,"Excluding their instructor, how many members of Class VII are there in the game ""Legend of Heroes: Trails of Cold Steel""?",9,6,10,3
medium,multiple,Which Sonic the Hedgehog game introudced Knuckles the Echidna?,Sonic the Hedgehog 3,Sonic the Hedgehog 2,Sonic & Knuckles,Sonic Adventure
medium,estimate,How many times do you fight the Imprisoned in The Legend of Zelda: Skyward Sword?,3,2,4,5
hard,boolean,Unturned originally started as a Roblox game.,True,False,,
easy,multiple,"Which of the following names is the ""Mega Man"" Franchise known as in Japan?",Rockman,Paperman,Scissorsman,Mega Man
medium,multiple,"Which of these games takes place in the Irish town of Doolin, with the option to play as one of the characters, Ellen and Keats?",Folklore,Shadow of the Colossus,ICO,Beyond Good & Evil
medium,boolean,POLYBIUS is a myth arcade cabinet/game,True,False,,
medium,multiple,"What happened to Half-Life 2 prior to its release, which resulted in Valve starting over the development of the game?",The source code got leaked,They weren't satisfied with the result,The story was not good enough,Way too many bugs to be fixed
medium,boolean,"In the video game ""Transistor"", ""Red"" is the name of the main character.",True,False,,
medium,multiple,"Which game won the ""Games for Impact"" award in The Game Awards 2015?",Life is Strange,Ori and the Blind Forest,Rocket League,Metal Gear Solid V: The Phantom Pain
easy,boolean,Deus Ex (2000) does not feature the World Trade Center because it was destroyed by terrorist attacks according to the game's plot.,True,False,,
easy,multiple,"In Fallout: New Vegas, which one of these casinos can you not play in?",Lucky 38,The Tops,Gammorah,Ultra-Luxe
easy,multiple,Who is the main protagonist in Danganronpa 2: Goodbye Despair?,Hajime Hinata,Nagito Komaeda,Makoto Naegi,Junko Enoshima
hard,multiple,"How long was the World Record Speed Run of Valve Software's ""Half-Life"" that was done in 2014.","20 Minutes, 41 Seconds","45 Minutes, 32 Seconds","5 Minutes, 50 Seconds","12 Minutes, 59 Seconds"
easy,boolean,"In Until Dawn, both characters Sam and Mike cannot be killed under any means until the final chapter of the game.",True,False,,
easy,boolean,There are 2 player roles in Trouble in Terrorist Town.,False,True,,
easy,estimate,In what year was Hearthstone released?,2014,2011,2013,2012
medium,multiple,When was Final Fantasy XV released?,"November 29th, 2016","October 25th, 2016","December 31th, 2016","November 30th, 2016"
medium,multiple,"Which German city does the map ""Clubhouse"" in ""Tom Clancy's Rainbow Six Siege"" take place in?",Hannover,Berlin,Hamburg,Munich
medium,multiple,"In ""Fallout 4"", what is the name of the dog you find at Red Rocket truck stop?",Dogmeat,Sparky,Quazar,Chop
medium,multiple,"Who is the creator of the free, open-source rhythm game 'osu!'?",Dean 'Peppy' Herbert,Daisuke 'Pixel' Amaya,Eric 'ConcernedApe' Barone,Toby 'FwugRadiation' Fox
medium,boolean,"As of February 2019, the ""Donkey Kong Country"" series only had released five games (not counting remakes or ports).",True,False,,
medium,multiple,Which one of these characters was first introduced in Sonic Boom: Rise of Lyric?,Sticks the Badger,Mighty the Armadillo,Espio the Chameleon,Rouge the Bat
easy,multiple,"In ""Rainbow Six: Siege"", which of the following operators cannot breach reinforced walls?",Buck,Thermite,Hibana,Maverick
hard,multiple,"Which artist composed the original soundtrack for ""Watch Dogs 2""?",Hudson Mohawke,Rustie,Machinedrum,Flying Lotus
easy,multiple,"In ""Civilization 5"", which civilization can only settle one city?",Venice,India,Liechtenstein,Portugal
hard,multiple,"In ""Earthbound"", how does one enter ""Master Belch's"" factory?",Wait 3 Minutes,"Enter the password ""Fly Honey""","Enter the password ""Master Belch Rules""","Enter the password ""Mr Saturn Drools"""
hard,multiple,"What vault in the video game ""Fallout 3"" is the home of multiple clones named Gary?",Vault 108,Vault 101,Vault 87,Vault 21
easy,multiple,"In ""Call Of Duty: Zombies"", what is the name of the machine that upgrades weapons?",Pack-A-Punch,Wunderfizz,Gersch Device,Mule Kick
easy,multiple,"In The Elder Scrolls: Oblivion, the horse that goes by the name Shadowmere is given by what guild?",Dark Brotherhood,Thieves,Fighters,Mages
medium,multiple,"Who voices Max Payne in the 2001 game ""Max Payne""?",James McCaffrey,Sam Lake,Troy Baker,Hideo Kojima
hard,multiple,"""Strangereal"" is a fictitious Earth-like world for which game series?",Ace Combat,Jet Set Radio,Deus Ex,Crimson Skies
easy,multiple,Which race in Guild Wars 2 believes in the Eternal Alchemy?,Asura,Humans,Norn,Charr
medium,multiple,"In Terraria, which of these items is NOT crafted at a Mythril Anvil?",Ankh Charm,Venom Staff,Sky Fracture,Orichalcum Tools
medium,multiple,"What is the name of the child performing the Black Sacrament, in The Elder Scrolls V: Skyrim?",Aventus Aretino,Proventus Avenicci,Aval Atheron,Arngeir
medium,multiple,"In ""Call Of Duty: Zombies"", completing which map's easter egg will reward you with the achievement, ""Time Travel Will Tell""?",Shangri-La,Ascension,Moon,Die Rise
medium,multiple,"The walls of the Goldenrod City Gym in ""Pokémon Gold and Silver"" are arranged in the shape of which Pokémon?",Clefairy,Bulbasaur,Pikachu,Pidgey
medium,estimate,How many playable characters were there in Street Fighter II: Champion Edition?,12,16,8,17
hard,multiple,"The Internet Meme ""All your base are belong to us"" is based on the poorly translated English Version of which Video Game?",Zero Wing,F-Zero,Wing Commander,Star Wars: X-Wing
hard,multiple,"In Disney's ""Toontown Online"", which of these species wasn't available as a Toon?",Cow,Monkey,Bear,Pig
hard,multiple,"What is the plane of existence in MicroProse's 1997 ""Magic the Gathering""?",Shandalar,Theros,Ravnica,Amonkhet
hard,multiple,What was the world's first video game?,Draughts,Spacewar!,Pong,Space Travel
medium,multiple,Who was the main antagonist of Max Payne 3 (2012)?,Victor Branco,Álvaro Neves,Armando Becker,Milo Rego
medium,multiple,"In ""Clash Royale"" what is Arena 4 called?",Spell Valley,Barbarian Bowl,P.E.K.K.A's Playhouse,Royal Arena
hard,multiple,Which variant of the MP5 is depicted in Counter-Strike 1.6?,MP5N,MP5SD,MP5K,MP5RAS
easy,multiple,Who is the main antagonist in the Portal franchise?,GLaDOS,Chell,Wheatley,Rick
medium,multiple,Which of these video game series have NOT had a promotional item appear in Team Fortress 2?,Half-Life,Quake,The Binding of Isaac,Fallout
hard,multiple,"According to an interview with ""Super Mario Land 2"" game director Hiroji Kiyotake, what is Wario's favorite food?",Crepes,Pizza,Garlic,Cheese
medium,estimate,How many stars are there to collect in Super Mario 64?,120,60,80,100
easy,multiple,What type of Pokémon is Charizard?,Fire/Flying,Fire,Dragon,Fire/Dragon
easy,multiple,Who is the leader of the Brotherhood of Nod in the Command and Conquer series?,Kane,Joseph Stalin,CABAL,Yuri
medium,boolean,Tony Hawk's Pro Skater was released in 1999.,True,False,,
medium,multiple,"In the Portal series of games, who was the founder of Aperture Science?",Cave Johnson,GLaDOs,Wallace Breen,Gordon Freeman
medium,estimate,How many sets of grandmaster witcher gear are in The Witcher 3's Blood and Wine DLC?,5,3,6,4
medium,multiple,Who is the protagonist in Dead Rising 3?,Nick Ramos,Frank West,Chuck Greene,Isabela Keyes
medium,multiple,The character Wario was first introduced in which game of the Mario video game franchise?,Super Mario Land 2: 6 Golden Coins (1992),Super Mario Bros. 3 (1988),Wario Land: Super Mario Land 3 (1994),Mario Party (1998)
medium,multiple,"In Terraria, which of the following items does the Martian Saucer mini-boss NOT drop?",Drill Containment Unit,Anti-Gravity Hook,Influx Waver,Cosmic Car Key
easy,boolean,"In Terraria, you can craft the Cell Phone pre-hardmode.",True,False,,
hard,multiple,"In Rainbow 6 Siege, what is Ela and Zofia's last name?",Bosak,Kessikbayev,Zenaviev,Melnikova
medium,multiple,"Which of these is the name of a cut enemy from ""Half-Life 2""?",Hydra,Cthulu,Spike,Tremor
easy,multiple,Which of these video game engines was made by the company Epic Games?,Unreal,Unity,Game Maker: Studio,Cry Engine
easy,multiple,"In ""Xenoblade Chronicles 2"", Which party member cannot use normal blades?",Tora,Rex,Zeke,Nia
hard,boolean,"In ""Portal 2"", Cave Johnson started out Aperture Science as a shower curtain company.",True,False,,
easy,boolean,"In Pokémon Sun and Moon, a male Salandit can evolve to a Salazzle.",False,True,,
medium,boolean,"The Fiat Multipla is a drivable car in ""Forza Horizon 3"".",False,True,,
easy,multiple,"Which Greek letter represents the ""Half-Life"" logo?",Lambda,Omega,Alpha,Sigma
easy,multiple,What is the first weapon you acquire in Half-Life?,A crowbar,A pistol,The H.E.V suit,Your fists
easy,multiple,"In the Video Game, Half-life, what type of US military force starts clearing out the Black Mesa Research Facility?",The HECU,Navy Seals,The Combine,The Marines
medium,multiple,"Which of these operators from ""Tom Clancy's Rainbow Six Siege"" has the ability to damage reinforced walls?","Jordan ""Thermite"" Trace","Eliza ""Ash"" Cohen","Seamus ""Sledge"" Cowden","Dominic ""Bandit"" Brunsmeier"
medium,multiple,The original Planetside was released in North America on...,"May 20, 2003","June 17, 2001","September 29, 2003","January 14, 2005"
easy,boolean,"The game ""Pocket Morty"" has a Morty called ""Pocket Mortys Morty""?",True,False,,
easy,multiple,Who is the main character in Metal Gear Rising: Revengeance?,Raiden,Solid Snake,Otacon,Revolver Ocelot
medium,multiple,"In the game ""Red Dead Redemption"", what is the name of John Marston's dog?",Rufus,Rutus,Finn,Apollo
medium,multiple,"What is the first primary weapon the player gets in ""PAYDAY: The Heist""?",AMCAR-4,Brenner 21,Reinbeck,M308
medium,estimate,"How many games are there in the ""Colony Wars"" series for the PlayStation?",3,2,4,5
medium,multiple,"Which of these stages is not playable in ""Super Smash Bros. for Wii U""?",Fountain of Dreams,Bridge of Eldin,75m,Miiverse
medium,multiple,Which is not a playable character in the 2005 video game Killer7?,Frank Smith,Mask de Smith,Dan Smith,Coyote Smith
easy,multiple,"In the game Sonic Forces, which of the following was not from a previous game?",Infinite,Metal Sonic,Zavoc,Chaos
medium,multiple,Which of the following games was not a launch title for the Nintendo Gamecube?,Super Mario Sunshine,Luigi’s Mansion,Star Wars Rogue Squadron II,Disney’s Tarzan Untamed
medium,boolean,"In Half-Life 2, if you play the zombies' speech in reverse, they actually speak coherent English.",True,False,,
medium,multiple,"What was the code name for the ""Nintendo Gamecube""?",Dolphin,Nitro,Revolution,Atlantis
hard,multiple,The creeper in Minecraft was the result of a bug while implementing which creature?,Pig,Zombie,Chicken,Cow
medium,multiple,What two characters from the game Undertale are never in a relationship or not related?,Frisk & Chara,Sans & Papyrus,Toriel & Asgore,Alphys & Undyne
easy,multiple,"In the game Half-Life, which enemy is showcased as the final boss?",The Nihilanth,Dr. Wallace Breen,G-Man,The Gonarch
easy,multiple,"Which Sonic the Hedgehog game was originally supposed to be packaged with Sonic 3, but was cut in half due to time constraints?",Sonic & Knuckles,Sonic 2,Sonic CD,Sonic 3D Blast
easy,multiple,"What is the boss round featured in the ""Call Of Duty: Zombies"" map ""Five""?",The Pentagon Thief,Hellhounds,Jumping Jacks,Napalm Zombie
medium,estimate,What year was the video game streaming platform TwitchTV founded?,2011,2012,2010,2014
hard,multiple,"Which of these characters in ""Undertale"" can the player NOT go on a date with?",Toriel,Papyrus,Undyne,Alphys
medium,multiple,"In the co-op shooter Payday 2, which contact helps you break out Hoxton?",The Dentist,Vlad,The Elephant,The Butcher
easy,multiple,Who in this list is one of the co-founders of Valve?,Gabe Newell,Robin Walker,Marc Laidlaw,Ray Ueno
easy,multiple,Who is the main protagonist of Dead Space?,Isaac Clarke,Commander Shepard,Gordon Freeman,Master Chief
medium,boolean,Nintendo started out as a playing card manufacturer.,True,False,,
easy,estimate,"In what year was the game ""Fallout"" released?",1997,1998,1999,1996
medium,multiple,"In ""Warhammer: End Times - Vermintide"", what is the name of the rat faction you fight in the game?",Skaven,Ratmen,The Horde,Chaos
easy,multiple,"In Need for Speed: Most Wanted (2005), what was the name of the main antagonist?","Clarence ""Razor"" Callahan","Hector ""Ming"" Domingo","Toru ""Bull"" Sato","Karl ""Baron"" Smit"
medium,multiple,"In Fallout: New Vegas, upon starting each one of the four campaign DLCs, which one of them does not have a warning screen/recommended level? ",Honest Hearts ,Old World Blues,Lonesome Road,Dead Money
easy,multiple,"What is the name of the main protagonist in ""Xenoblade Chronicles""?",Shulk,Reyn,Fiora,Dunban
medium,multiple,"In No Man's Sky (as of the Beyond update), what two resources do you need to craft Antimatter?",Condensed Carbon and Chromatic Metal,Starship Launch Fuel and Condensed Carbon,Pure Ferrite and Sodium,Storm Crystal and Antimatter Housing
medium,multiple,"In which location does Dark Sun Gwyndolin reside in ""Dark Souls""?",Anor Londo,Firelink Shrine,Blighttown,Kiln of the first flame
medium,multiple,"Which operation in ""Tom Clancy's Rainbow Six Siege"" introduced the ""Skyscraper"" map?",Red Crow,Velvet Shell,Skull Rain,Dust Line
easy,boolean,"In the Super Mario series, the character Pauline is a Princess like Princess Peach.",False,True,,
medium,multiple,What is the name of the machine that fails and essentially dooms mankind in the beginning of the first Half-Life game?,Anti-mass spectrometer,Oscillation generator,Dark fusion reactor,Dark fusion resonator
easy,multiple,"What were the first two blocks in ""Minecraft""?",Grass and Cobblestone,Grass and Stone,Crafting Table and Cobblestone,Cobblestone and Stone
hard,estimate,How many voice channels does the Super Nintendo Entertainment System support?,8,6,10,12
easy,estimate,"In the 2002 video game ""Kingdom Hearts"", how many Keyblades are usable?",18,13,16,15
easy,boolean,"In Dead Space 2, the 'Hand Cannon' is a large foam finger.",True,False,,
easy,boolean,"In the Mortal Kombat series the ""Deadly Alliance"" consists of Shang Tsung and Quan Chi",True,False,,
medium,multiple,"In the game Overwatch, which hero out of the following 4 is from Brazil?",Lúcio,Sombra,McCree,Symmetra
easy,multiple,"In the videogame Bully, what is the protagonist's last name?",Hopkins,Smith,Kowalski,Crabblesnitch
easy,multiple,Which water-type Pokémon starter was introduced in the 4th generation of the series?,Piplup,Totodile,Oshawott,Mudkip
medium,multiple,"In ""Super Mario World 2: Yoshi's Island"", which of these colors is NOT represented by a Yoshi?",White,Purple,Brown,Red
medium,multiple,The city of Rockport is featured in which of the following video games?,Need for Speed: Most Wanted (2005),Infamous 2,Saints Row: The Third,Burnout Revenge
easy,multiple,"Which Pokemon generation did the fan-named ""Masuda Method"" first appear in? ",Diamond/Pearl,Ruby/Sapphire,Black/White,X/Y
easy,boolean,Luigi is taller than Mario?,True,False,,
medium,multiple,"Why were only only 300,000 copies of Uniracers were produced?","DMA Designs was sued by Pixar, preventing more copies from being produced",There was a disagreement between DMA Designs and Nintendo,It didn't sell well due to poor review scores,No public information is available
medium,multiple,"In Forza Motorsport 6, which of these track-exclusive cars was NOT featured in the game, either originally with the game or added as DLC?",Aston Martin Vulcan,Ferrari FXX-K,McLaren P1 GTR,Lotus E23
easy,multiple,What is the default alias that Princess Garnet goes by in Final Fantasy IX?,Dagger,Dirk,Garnet,Quina
medium,multiple,"In WarioWare: Smooth Moves, which one of these is NOT a Form?",The Hotshot,The Discard,The Elephant,The Mohawk
medium,boolean,"The Ace Attorney trilogy was suppose to end with ""Phoenix Wright: Ace Attorney − Trials and Tribulations"" as its final game.",True,False,,
medium,multiple,In the Kingdom Heart series who provides the english voice for Master Eraqus?,Mark Hamill,Jason Dohring,Jesse McCartney,Haley Joel Osment
medium,estimate,How many Wii consoles were sold worldwide?,"101,630,000","67,000,000","148,000,000","80,000,000"
easy,multiple,What ingredient is NOT used to craft a cake in Minecraft?,Bread,Wheat,Milk,Egg
medium,multiple,What was the first interactive movie video game?,Astron Belt,Dragon's Lair,Cube Quest,M.A.C.H. 3
hard,boolean,"The video game ""Fuel"" has an open world that is 5,560 square miles?",True,False,,
hard,boolean,Danganronpa 2: Goodbye Despair featured all of the surviving students from the first game.,False,True,,
medium,boolean,"In Portal, the Companion Cube's ARE sentient.",True,False,,
medium,multiple,"Which character is from ""Splatoon""?",Marie,Cyrus,Palutena,Shulk
hard,multiple,"In Minecraft, what update did foods like steak become stackable?",Beta 1.8,Alpha 1.2.0,Release 1.12.1,Release 1.7.2
easy,multiple,"Lanky, Funky, and Chunky are all characters featured in which series owned by Nintendo?",Donkey Kong,Mario,Kirby,Zelda
hard,multiple,"In ""Call Of Duty: Zombies"", ""Richtofen"" is in possession of two filled blood vials belonging to who?",Sal DeLuca and Finn O'Leary,Richtofen,Al Arlington and Sal DeLuca,Jessica Rose and Jack Vincent
medium,multiple,Which of these games was NOT a Nintendo Switch launch title in the United States? ,Voez,Just Dance 2017,Snipperclips,Fast RMX
medium,multiple,What is the original name of Final Fantasy XV?,Final Fantasy Versus XIII,Final Fantasy: Reborn,Final Fantasy XVI,Final Fantasy XIII-3
medium,multiple,"In ""Call Of Duty: Zombies"", completing which map's main easter egg will reward you with the achievement, ""High Maintenance""?",Die Rise,Mob Of The Dead,Origins,Ascension
medium,multiple,"In the Fallout: New Vegas add-on Honest Hearts, what is the name of Joshua Graham's personal .45 pistol?",A Light Shining in Darkness,Requiem,Maria,Recompense of the Fallen
medium,estimate,"How many Star Spirits do you rescue in the Nintendo 64 video game ""Paper Mario""?",7,5,10,12
hard,multiple,"In ""Starbound"", according to the asset files, the description of the ""Erchius Ghost"" is the same as which other assets?",Spookit,Petricub,Trictus,Pyromantle
easy,multiple,"In ""PUBATTLEGROUNDS"" which ammo type does the M24 use?",7.62mm,5.56mm,9mm,.300 Magnum
medium,multiple,"In Portal, what color is the Morality Core?",Purple,Red,Yellow,Blue
easy,boolean,"In ""Space Station 13"",  the station has a clown aboard it.",True,False,,
medium,multiple,Who was the first female protagonist in a video game?,Samus Aran,Lara Croft,Alis Landale,Chell
medium,multiple,Who composed the soundtrack for the game VVVVVV?,Magnus Pålsson,Terry Cavanagh,Danny Baranowsky,Joel Zimmerman
medium,multiple,"Which of these ""Worms"" games featured 3D gameplay?",Worms 4: Mayhem,Worms W.M.D,Worms Reloaded,Worms: Open Warfare 2
medium,multiple,"What is the name of the first level in ""Call of Duty: World at War""?",Semper Fi,Ring of Steel,Vendetta,Eviction
easy,boolean,"In ""Super Mario 64"", collecting 100 coins on a level will give you a 1-UP.",False,True,,
medium,multiple,"In ""PUBATTLEGROUNDS"" what is the name of the Military Base island?",Sosnovka,Novorepnoye,Mylta,Yasnaya
hard,multiple,"In the PAYDAY series, where did Dallas start his criminal career?","Chicago, Illinois","Dallas, Texas","New York City, New York","Boston, Massachusetts"
medium,multiple,"In the ""Portal"" series, who was Cave Johnson's personal assistant?",Caroline,Heather,Melissa,Jane
easy,multiple,"In Dota 2, Wraith King was previously known as...",Skeleton King,Reaper King,Skull King,Hell King
hard,boolean,Super Mario and Paarthurnax (Skyrim) are voiced by the same actor.,True,False,,
hard,multiple,What is the name of the alien species introduced in Shadow the Hedgehog (2005)?,Black Arms,The Swarm,Black Hive,The Eclipse
medium,multiple,"In Night in the Woods, which instrument did Casey play?",Drums,Bass,Piano,Sax
medium,multiple,"Which of these is NOT a playable character race in the video game ""Starbound""?",Fenerox,Floran,Novakid,Hylotl
easy,boolean,In Kingdom Hearts the Paopu fruit is said to intertwine the destinies for two people forever.,True,False,,
medium,multiple,Which of these is NOT the name of a team leader in Pokémon GO?,Leif,Blanche,Spark,Candela
medium,multiple,"In Touhou 12: Undefined Fantastic Object, which of these was not a playable character?",Izayoi Sakuya,Hakurei Reimu,Kirisame Marisa,Kochiya Sanae
easy,multiple,Which Mario spin-off game did Waluigi make his debut?,Mario Tennis,Mario Party 3,Mario Kart: Double Dash!!,Mario Golf: Toadstool Tour
easy,multiple,What was the name of the cancelled sequel of Team Fortress?,Team Fortress 2: Brotherhood of Arms,Team Fortress 2: Desert Mercenaries,Team Fortress 2: Operation Gear Grinder,Team Fortress 2: Return to Classic
medium,multiple,Who is the English voice actor for Sora from the Kingdom Hearts series?,Haley Joel Osment,Kōki Uchiyama,Jesse McCartney,Miyu Irino
hard,multiple,"In the Nintendo Game Splatoon 2, what is Marina's screen name?",DJ_Hyperfresh,MC.princess,Kidnotsquid123,I<30ffTh3H00k
easy,estimate,"In World of Warcraft, What was the original level cap?",60,70,50,100
medium,estimate,The first version of Blockland came out in which year?,2004,2007,2008,2006
hard,multiple,How many copies of the notorious E.T. game for the Atari 2600 did Atari end up selling?,1.5 Million,1 Million,250 Thousand,Less than 250 Thousand
medium,multiple,What was the first Game released using the Build Engine?,Witchaven,DOOM,Duke Nukem 3D,William Shatner's Tekwar
easy,multiple,What war is Call Of Duty: Black Ops based on?,Cold War,WW3,Vietnam,WW1
medium,multiple,Which of these characters was NOT planned to be playable for Super Smash Bros. 64?,Peach,Bowser,Mewtwo,King Dedede
hard,multiple,"Which video game was recalled for containing a hidden, playable South Park episode?",Tiger Woods 99 PGA Tour,Tony Hawk's Pro Skater 3,Sonic Adventure,Madden 99
easy,multiple,"What was the release date of ""Grand Theft Auto IV""?","April 29, 2008","May 21, 2009","June 22, 2010","July 28, 2008"
hard,multiple,"In the ""Halo"" series, what is the name of the race of aliens humans refer to as ""Grunts""?",Unggoy,Huragok,Sangheili,Yanme'e
easy,multiple,"Blinky, Pinky, Inky and Clyde are characters from which classic video game?",Pac-Man,Gauntlet,Space Invaders,Street Fighter
medium,estimate,"In ""FTL: Faster Than Light"", how many races are there, including the Lanius?",8,9,7,10
medium,multiple,Which of these is not the name of a city in the Grand Theft Auto series?,San Andreas,San Fierro,Las Venturas,Vice City
easy,multiple,Which psychopath(s) in Dead Rising 1 gave you the small chainsaw?,Adam the Clown,Cliff Hudson,The convicts,Larry the butcher
medium,multiple,"In ""The Binding of Isaac"", what is the name of the final boss that you fight in The Void?",Delirium,Mega Satan,Hush,The Lamb
medium,boolean,"""Metal Gear Solid 3: Snake Eater"" takes place on Shadow Moses Island.",False,True,,
easy,boolean,Peter Molyneux was the founder of Bullfrog Productions.,True,False,,
hard,multiple,Which of these Pokemon is NOT exclusively female?,Clefairy,Salazzle,Mandibuzz,Illumise
easy,multiple,What is the name of the adventurer you meet at the mines in Stardew Valley?,Marlon,Marnie,Morris,Marvin
medium,multiple,"In which order do you need to hit some Deku Scrubs to open the first boss door in ""Ocarina of Time""?","2, 3, 1","1, 2, 3","1, 3, 2","2, 1, 3"
easy,multiple,Who is the last boss in Night In The Woods' Demontower minigame?,The Blood Thief,Mega Hairball ,King Skellie ,Krampus 
medium,multiple,What is the full name of the protagonist from the SNES game Clock Tower?,Jennifer Simpson,Jennifer Barrows,Jennifer Cartwright,Jennifer Maxwell
hard,multiple,"In the ""Devil May Cry"" franchise, which game is chronologically first?",Devil May Cry 3: Dante's Awakening ,Devil May Cry 4,Devil May Cry,Devil May Cry 2
easy,multiple,"In the Assassin's Creed series,what was the name of Desmond Miles given by Abstergo?",Subject 17,Subject 16,Subject 18,Altaïr Ibn-La'Ahad
hard,multiple,"What military rank is the protagonist ""Nomad"" in ""Crysis""?",First Lieutenant,Captain,First Sargent ,Staff Sargent
medium,multiple,"What name did ""Mario"", from ""Super Mario Brothers"", originally have?",Ossan,Jumpman,Mr. Video,Mario
hard,multiple,"In the ""Call Of Duty: Zombies"" map ""Origins"", where is ""Stamin-Up"" located?",Generator 5,Generator 3,Generator 4,Excavation Site
easy,multiple,Which company developed the free battle royale game Fortnite?,Epic Games,Valve,Ubisoft,Square Enix
medium,multiple,"In the game series ""The Legend of Zelda"", what was the first 3D game?",Ocarina of Time,Majora's Mask,A Link to the Past,The Wind Waker
medium,multiple,"What type of genre is the controversial 2015 game ""Hatred""?",Shoot 'Em Up,Point & Click,MMORPG,Simulation
medium,multiple,Who is the half-demon character in Divinity: Original Sin 2 who you talk to to transition between acts?,Malady,Meister Siva,Gawin,Exter
medium,multiple,"What is not a playable race in ""Final Fantasy XIV: A Realm Reborn""?",Hume,Miqo'te,Lalafell,Roegadyn
medium,multiple,"Without enchantments, which pickaxe in minecraft mines blocks the quickest.",Golden ,Diamond,Iron,Obsidian
hard,multiple,What is the homeworld of the Elites from Halo?,Sanghelios,Te,Doisac,Eayn
hard,multiple,In which video game did Michael Fassbender star?,Fable 3,Call of Duty: Modern Warfare,Assassin's Creed 3,Red Dead Redemption
hard,multiple,What programming language does the Source Engine use?,C++ ,Python,Java,Lua
medium,multiple,"In the MMO RPG ""Realm of the Mad God"", what class is known for having the highest possible defense?",The Knight,The Wizard,The Archer,The Warrior
hard,multiple,"What was the first ""Call Of Duty: Zombies"" map to be directed by Jason Blundell?",Mob Of The Dead,Buried,Origins,Moon
medium,multiple,"What is the full name of the protagonist from the indie adventure game ""Night in the Woods""?",Margaret Borowski,Marlena Woborski,Milena Catharina,Katia Managan
medium,multiple,"Who is the protagonist of the videogame ""Dead Rising 2""?",Chuck Greene,Nick Ramos,Frank West,Katie Greene
hard,multiple,"Which is the model number of the common laser rifle found in Fallout 3, Fallout: New Vegas, and Fallout 4?",AER9,AER10,AER12,AER14
medium,multiple,"Who is the villain company in ""Stardew Valley""?",Joja Co ,Ronin,Empire,Robotnik Industry's 
easy,multiple,"What power does Max Caulfield from ""Life is Strange"" have?",Rewinding Time,Invisibility,Telepathy,Super Strength
medium,multiple,Which of these Fortnite emotes does NOT involve a sport in some way?,Freestylin',Red Card,Kick Ups,Baller
easy,multiple,What was the original name of Crash Bandicoot?,Willie Wombat,Coco Bandicoot,Marvelous Mole,Wally Wombat
easy,multiple,"In the game ""Hearthstone"", what is the best rank possible?",Rank 1 Legend,Rank 1 Elite,Rank 1 Master,Rank 1 Supreme
easy,estimate,"As of the year 2026, how many known moons does Jupiter have?",97,11,43,104
easy,multiple,Which of these is NOT a map included in the game Counter-Strike: Global Offensive?,Oilrig,Assault,Mirage,Cache
medium,estimate,"How many regular Sunken Sea Scrolls are there in ""Splatoon""?",27,32,30,5
hard,multiple,"What Touhou Project character's first ever appearance was as a midboss in the eighth game, Imperishable Night?",Tewi Inaba,Mystia Lorelei,Kaguya Houraisan,Rumia
easy,boolean,"The Mann Co. Store from Team Fortress 2 has the slogan ""We hire mercenaries and get in fights"".",False,True,,
medium,multiple,Which episode of the Phantasy Star Online series is exclusive to the Nintendo Gamecube?,Episode III,Episode I,Episode II,Episode IV
medium,multiple,"Who is the developer of the game ""Rocket League""?",Psyonix,People can fly,Digital Happiness,Roll7
medium,multiple,"In the Halo series, what fleet was Thel 'Vadam supreme commander of before being branded an Arbiter?",Fleet of Particular Justice,Fleet of Sacred Consecration,Fleet of Furious Redemption,Fleet of Righteous Vigilance
hard,boolean,Grand Theft Auto V is the fifteenth installment of the Grand Theft Auto series.,True,False,,
easy,boolean,"In ""Undertale"", the main character of the game is Sans.",False,True,,
medium,multiple,"Which company developed the video game ""Borderlands""?",Gearbox Software,2K Games,Activision,Rockstar Games
hard,multiple,"In World of Warcraft lore, which of the following is known as the God of Spiders in the troll's loa beliefs?",Elortha no Shadra,Bwonsamdi,Hakkar,Shirvallah
medium,multiple,What was the first Call of Duty game to include the Zombies gamemode?,Call of Duty: World at War,Call of Duty: Black Ops,Call of Duty: Modern Warfare 2,Call of Duty: Black Ops III
hard,boolean,"In ""The Sims"" series, the most members in a household you can have is 8.",True,False,,
hard,multiple,What animal is on Link's pajamas in The Legend of Zelda: The Wind Waker?,Crawfish,Lobster,Salmon,Swordfish
medium,multiple,"In ""Overwatch,"" what is the hero McCree's full name?",Jesse McCree,"Jack ""McCree"" Morrison",Gabriel Reyes,"Jamison ""Deadeye"" Fawkes"
